task,task_id,item_uid,trial_type,prompt,item,answer,response_alternatives,chance_level,prompt_phrase,prompt_image,full_prompt
theory-of-mind,tom,tom_deception_reality_check_3,reality_check_question,Is Joshua mad at Isabel now?,4g,yes,no,0.5,NA,NA,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. Joshua can't find his truck because earlier in the day, when no one was looking, Isabel took the toy truck and buried it in the sandbox. So Joshua looks everywhere and he can't find his toy truck. Mother gets mad at Joshua, because he lost his truck. When Isabel sees that Mother is mad at Joshua, she goes to the sandbox and digs up the toy truck, and gives it back to Joshua. Is Joshua mad at Isabel now? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_reference_reference,reference_question,Which cup will Dad give Katie?,5c_new6,medium_cup,"small_cup,large_cup",0.33,NA,NA,"This is Katie. Earlier today, Katie's mom was cleaning the house, while Katie watched. Mom left three cups in the kitchen. There is a small cup on the counter, a medium sized cup on the table, and a big cup that she put away up high, on the shelf. Katie and Dad just walked in and Katie asks her dad to get her a cup. Katie tells her Dad, ""I want the big cup!"" Which cup will Dad give Katie? Answer A, B, or C. <image1> <image2> <image3>"
theory-of-mind,tom,tom_reference_reality_check,reality_check_question,Which cup does Katie want?,5c_new6,large_cup,"small_cup,medium_cup",0.33,NA,NA,"This is Katie. Earlier today, Katie's mom was cleaning the house, while Katie watched. Mom left three cups in the kitchen. There is a small cup on the counter, a medium sized cup on the table, and a big cup that she put away up high, on the shelf. Katie and Dad just walked in and Katie asks her dad to get her a cup. Katie tells her Dad, ""I want the big cup!"" Which cup does Katie want? Answer A, B, or C. <image1> <image2> <image3>"
theory-of-mind,tom,tom_reference_emotion_reasoning_1,emotion_reasoning_question,How does Katie feel about not getting the cup she wanted?,5d,sad,"proud,scared,happy",0.25,NA,NA,"This is Katie. Earlier today, Katie's mom was cleaning the house, while Katie watched. Mom left three cups in the kitchen. There is a small cup on the counter, a medium sized cup on the table, and a big cup that she put away up high, on the shelf. Katie and Dad just walked in and Katie asks her dad to get her a cup. Katie tells her Dad, ""I want the big cup!"" How does Katie feel about not getting the cup she wanted? Answer A, B, C, or D. <image1> <image2> <image3> <image4>"
theory-of-mind,tom,tom_reference_emotion_reasoning_2,emotion_reasoning_question,How would Katie feel if she had received the cup she wanted?,5d,happy,"sad,scared,proud",0.25,NA,NA,"This is Katie. Earlier today, Katie's mom was cleaning the house, while Katie watched. Mom left three cups in the kitchen. There is a small cup on the counter, a medium sized cup on the table, and a big cup that she put away up high, on the shelf. Katie and Dad just walked in and Katie asks her dad to get her a cup. Katie tells her Dad, ""I want the big cup!"" How would Katie feel if she had received the cup she wanted? Answer A, B, C, or D. <image1> <image2> <image3> <image4>"
theory-of-mind,tom,tom_second_order_reality_check,reality_check_question,Does Maria know that they are selling shoes in the shop?,6b_new2,no,yes,0.5,NA,NA,"Sam and Maria are playing together. They look outside and see a new shop across the street. Maria tells Sam: ""I am going to buy new shirts for us there,"" and she walks away. Mom comes home and she tells Sam that she just walked by the shop. ""Are they selling shirts?"" Sam asks. ""No,"" mom says, ""They are only selling shoes."" ""Maria will probably now get shoes at the shop,"" Sam says. Does Maria know that they are selling shoes in the shop? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_second_order_false_belief_1,false_belief_question,Does Sam know that Maria bought some socks?,6c_new2,no,yes,0.5,NA,NA,"Sam and Maria are playing together. They look outside and see a new shop across the street. Maria tells Sam: ""I am going to buy new shirts for us there,"" and she walks away. Mom comes home and she tells Sam that she just walked by the shop. ""Are they selling shirts?"" Sam asks. ""No,"" mom says, ""They are only selling shoes."" ""Maria will probably now get shoes at the shop,"" Sam says. Maria has arrived at the shop. ""I would like to buy shirts,"" she says. ""All we have left are socks,"" says the shopkeeper. Since Maria also needs socks, she decides to get some socks. Does Sam know that Maria bought some socks? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_second_order_false_belief_2,false_belief_question,What does Sam think they are selling at the shop?,6c_new2,shoes,"shirts,socks",0.33,NA,NA,"Sam and Maria are playing together. They look outside and see a new shop across the street. Maria tells Sam: ""I am going to buy new shirts for us there,"" and she walks away. Mom comes home and she tells Sam that she just walked by the shop. ""Are they selling shirts?"" Sam asks. ""No,"" mom says, ""They are only selling shoes."" ""Maria will probably now get shoes at the shop,"" Sam says. Maria has arrived at the shop. ""I would like to buy shirts,"" she says. ""All we have left are socks,"" says the shopkeeper. Since Maria also needs socks, she decides to get some socks. What does Sam think they are selling at the shop? Answer A, B, or C. <image1> <image2> <image3>"
theory-of-mind,tom,tom_second_order_false_belief_1_,false_belief_question,What does Maria tell dad?,6d_new2,no,yes,0.5,NA,NA,"Sam and Maria are playing together. They look outside and see a new shop across the street. Maria tells Sam: ""I am going to buy new shirts for us there,"" and she walks away. Mom comes home and she tells Sam that she just walked by the shop. ""Are they selling shirts?"" Sam asks. ""No,"" mom says, ""They are only selling shoes."" ""Maria will probably now get shoes at the shop,"" Sam says. Maria has arrived at the shop. ""I would like to buy shirts,"" she says. ""All we have left are socks,"" says the shopkeeper. Since Maria also needs socks, she decides to get some socks. On her way back, Maria meets her dad. She tells her dad: ""I have just bought some socks. I am going to share them with my brother Sam. It is a surprise."" ""That is nice of you,"" says dad. Then he asks Maria: ""Does Sam know what you bought him?"" What does Maria tell dad? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_second_order_false_belief_2_,false_belief_question,What does Maria tell dad?,6d_new2,shirts,"shoes,socks",0.33,NA,NA,"Sam and Maria are playing together. They look outside and see a new shop across the street. Maria tells Sam: ""I am going to buy new shirts for us there,"" and she walks away. Mom comes home and she tells Sam that she just walked by the shop. ""Are they selling shirts?"" Sam asks. ""No,"" mom says, ""They are only selling shoes."" ""Maria will probably now get shoes at the shop,"" Sam says. Maria has arrived at the shop. ""I would like to buy shirts,"" she says. ""All we have left are socks,"" says the shopkeeper. Since Maria also needs socks, she decides to get some socks. On her way back, Maria meets her dad. She tells her dad: ""I have just bought some socks. I am going to share them with my brother Sam. It is a surprise."" ""That is nice of you,"" says dad. Then dad asks: ""What does Sam think they are selling at the shop?"" What does Maria tell dad? Answer A, B, or C. <image1> <image2> <image3>"
theory-of-mind,tom,tom_second_order_false_belief_3,false_belief_question,What does Sam think they are selling at the shop?,6d_new2,shoes,"shirts,socks",0.33,NA,NA,"Sam and Maria are playing together. They look outside and see a new shop across the street. Maria tells Sam: ""I am going to buy new shirts for us there,"" and she walks away. Mom comes home and she tells Sam that she just walked by the shop. ""Are they selling shirts?"" Sam asks. ""No,"" mom says, ""They are only selling shoes."" ""Maria will probably now get shoes at the shop,"" Sam says. Maria has arrived at the shop. ""I would like to buy shirts,"" she says. ""All we have left are socks,"" says the shopkeeper. Since Maria also needs socks, she decides to get some socks. On her way back, Maria meets her dad. She tells her dad: ""I have just bought some socks. I am going to share them with my brother Sam. It is a surprise."" ""That is nice of you,"" says dad. What does Sam think they are selling at the shop? Answer A, B, or C. <image1> <image2> <image3>"
theory-of-mind,tom,ha_bump_attribution,attribution_question,Do you think that the boy bumped you on purpose or by accident?,hostile-attribution-1b,hostile-attribution-scene1-on-purpose,hostile-attribution-scene1-by-accident,0.5,NA,NA,"Imagine that you are walking to school and you're wearing your new shoes. You really like your new shoes and this is the first day you have worn them. Suddenly, you are bumped from behind by a boy. You stumble and fall into a mud puddle and your new shoes get muddy. Do you think that the boy bumped you on purpose or by accident? Answer A or B. <image1> <image2>"
theory-of-mind,tom,ha_bump_action,action_question,Now pick one of the three choices as the one you would do:,hostile-attribution-1b,hostile-attribution-scene1-q2-ans3,"hostile-attribution-scene1-q2-ans1,hostile-attribution-scene1-q2-ans2",0.33,NA,NA,"Imagine that you are walking to school and you're wearing your new shoes. You really like your new shoes and this is the first day you have worn them. Suddenly, you are bumped from behind by a boy. You stumble and fall into a mud puddle and your new shoes get muddy. Now pick one of the three choices as the one you would do. Answer A, B, or C. <image1> <image2> <image3>"
theory-of-mind,tom,ha_bounce_attribution,attribution_question,Do you think that the boy made you fall on purpose or by accident?,hostile-attribution-2b,hostile-attribution-scene2-on-purpose,hostile-attribution-scene2-by-accident,0.5,NA,NA,"Imagine that you are on the playground. You and some other kids are having a race. A boy is standing on the side, bouncing a basketball. The next thing you know is that the boy has bounced the ball and it has rolled under your feet, making you fall. You skin your knee and someone else wins the race. Do you think that the boy made you fall on purpose or by accident? Answer A or B. <image1> <image2>"
theory-of-mind,tom,ha_bounce_action,action_question,Now pick one of the three choices as the one you would do:,hostile-attribution-2b,hostile-attribution-scene2-q2-ans2,"hostile-attribution-scene2-q2-ans1,hostile-attribution-scene2-q2-ans3",0.33,NA,NA,"Imagine that you are on the playground. You and some other kids are having a race. A boy is standing on the side, bouncing a basketball. The next thing you know is that the boy has bounced the ball and it has rolled under your feet, making you fall. You skin your knee and someone else wins the race. Now pick one of the three choices as the one you would do. Answer A, B, or C. <image1> <image2> <image3>"
theory-of-mind,tom,ha_knock_attribution,attribution_question,Do you think the boy knocked your papers onto the floor on purpose or by accident?,hostile-attribution-3c,hostile-attribution-scene3-on-purpose,hostile-attribution-scene3-by-accident,0.5,NA,NA,"Imagine that you are working on an assignment at your desk. You go to sharpen your pencil, and as you walk back to your desk there is a boy walking just in front of you. The boy passes your desk before you get there. The next thing you know, the boy has knocked all of your papers off of your desk, and they are all over the floor. Do you think the boy knocked your papers onto the floor on purpose or by accident? Answer A or B. <image1> <image2>"
theory-of-mind,tom,ha_knock_action,action_question,Now pick one of the three choices as the one you would do:,hostile-attribution-3c,hostile-attribution-scene3-q2-ans1,"hostile-attribution-scene3-q2-ans2,hostile-attribution-scene3-q2-ans3",0.33,NA,NA,"Imagine that you are working on an assignment at your desk. You go to sharpen your pencil, and as you walk back to your desk there is a boy walking just in front of you. The boy passes your desk before you get there. The next thing you know, the boy has knocked all of your papers off of your desk, and they are all over the floor. Now pick one of the three choices as the one you would do. Answer A, B, or C. <image1> <image2> <image3>"
trog,trog,trog_noun_shoe,noun,Choose the picture of the...,shoe,1-shoe,"1-fork,1-boy,1-tree",0.25,shoe,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_noun_bird,noun,Choose the picture of the...,bird,2-bird,"2-chair,2-hat,2-woman",0.25,bird,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_noun_comb,noun,Choose the picture of the...,comb,3-comb,"3-man,3-table,3-wall",0.25,comb,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
